timestamp,hbo,hbr,flowActivity,heartRate,flowIntensity
1752420419429.0,-8.56077564209004e-15,1.263091972144142e-14,182,102,138
1752420419469.0,-8.973508256508651e-15,1.3040763388824151e-14,182,102,138
1752420419509.0,-9.3483592988094e-15,1.3418411333913938e-14,179,101,136
1752420419549.0,-9.3483592988094e-15,1.3418411333913938e-14,179,101,136
1752420419589.0,-9.3483592988094e-15,1.3418411333913938e-14,179,101,136
1752420419629.0,-9.685397096316636e-15,1.3788176225715826e-14,179,101,136
1752420419669.0,-9.825615494953527e-15,1.3975588476683376e-14,179,101,136
1752420419709.0,-9.60367309889274e-15,1.3822894412123166e-14,179,101,136
1752420419749.0,-8.968593206664962e-15,1.3212466566767627e-14,177,103,135
1752420419789.0,-8.253176756979506e-15,1.2491177355320414e-14,177,103,135
1752420419829.0,-7.711684123278688e-15,1.1917962490743699e-14,177,103,135
1752420419869.0,-7.511567507492294e-15,1.1709541563950726e-14,175,101,133
1752420419909.0,-7.381960172919363e-15,1.1589016681317806e-14,175,101,133
1752420419949.0,-7.243092227143362e-15,1.1464227270144041e-14,175,101,133
1752420419989.0,-6.960984798554951e-15,1.1173685369819621e-14,172,100,131
1752420420029.0,-6.6813315067565966e-15,1.08635205395701e-14,172,100,131
1752420420069.0,-6.360785440715909e-15,1.05014596947601e-14,172,100,131
1752420420109.0,-5.991092264370149e-15,1.0085964623558943e-14,170,102,130
1752420420149.0,-5.5035039603457456e-15,9.548572476351683e-15,170,102,130
1752420420189.0,-5.0494448908162424e-15,9.034659517730208e-15,170,102,130
1752420420229.0,-4.761828077600085e-15,8.68844383590433e-15,167,101,128
1752420420269.0,-4.635068185448659e-15,8.502165479707706e-15,167,101,128
1752420420309.0,-4.562984269987824e-15,8.370940876895769e-15,167,101,128
1752420420349.0,-4.3360590614476385e-15,8.079371243263041e-15,165,99,126
1752420420389.0,-3.949900270484509e-15,7.622261161060581e-15,165,99,126
1752420420429.0,-3.4849818150655916e-15,7.0737689294349704e-15,165,99,126
1752420420469.0,-3.128786673409461e-15,6.6439084618070624e-15,163,98,125
1752420420509.0,-3.188015169842674e-15,6.660044439436121e-15,163,98,125
1752420420549.0,-3.630140815706718e-15,7.14257990959089e-15,163,98,125
1752420420589.0,-4.482403343525104e-15,8.113552693126676e-15,160,97,123
1752420420629.0,-5.214552505550364e-15,9.01997083706224e-15,160,97,123
1752420420669.0,-5.863417294292288e-15,9.828685707039936e-15,160,97,123
1752420420709.0,-6.391357400850588e-15,1.0492418465090148e-14,158,99,122
1752420420749.0,-7.018161216503334e-15,1.1231949378071192e-14,158,99,122
1752420420789.0,-7.629856787835331e-15,1.1942640513292961e-14,158,99,122
1752420420829.0,-8.131489745144112e-15,1.2521117711221385e-14,156,98,120
1752420420869.0,-8.527167068842493e-15,1.2962549495930162e-14,156,98,120
1752420420909.0,-8.769177934158193e-15,1.3233772268812924e-14,156,98,120
1752420420949.0,-8.819003235509023e-15,1.3292265540648655e-14,154,99,119
1752420420989.0,-8.534377013282313e-15,1.2996834566157575e-14,154,99,119
1752420421029.0,-8.037836700391645e-15,1.2450739437770298e-14,154,99,119
1752420421069.0,-7.446325641828221e-15,1.1775230663010502e-14,151,98,117
1752420421109.0,-7.049854083570423e-15,1.1281224108006855e-14,151,98,117
1752420421149.0,-6.8428141028244105e-15,1.1005222939929096e-14,151,98,117
1752420421189.0,-6.852402798122057e-15,1.0976432290080711e-14,149,97,115
1752420421229.0,-6.9894089654818555e-15,1.1096940232054708e-14,149,97,115
1752420421269.0,-7.213512707277561e-15,1.131194091077537e-14,149,97,115
1752420421309.0,-7.410159311426838e-15,1.1499193919548994e-14,147,96,114
1752420421349.0,-7.516409994846904e-15,1.1584752152776962e-14,147,96,114
1752420421389.0,-7.547201054170385e-15,1.1585215197454331e-14,147,96,114
1752420421429.0,-7.703646345305914e-15,1.172207426342577e-14,145,93,112
1752420421469.0,-8.009219127608646e-15,1.2075870890121987e-14,145,93,112
1752420421509.0,-8.539983806698898e-15,1.2707809984184488e-14,145,93,112
1752420421549.0,-8.999378901446452e-15,1.331434543080697e-14,143,93,110
1752420421589.0,-9.432963772939713e-15,1.3862773287928654e-14,143,93,110
1752420421629.0,-9.801786764105196e-15,1.4323975386295208e-14,143,93,110
1752420421669.0,-1.0209398782018456e-14,1.4813677884553844e-14,141,90,109
1752420421709.0,-1.0552408726486496e-14,1.5235471492744485e-14,141,90,109
1752420421749.0,-1.0680463167324348e-14,1.5432950447935773e-14,141,90,109
1752420421789.0,-1.0529992846592776e-14,1.5284888524215148e-14,139,90,107
1752420421829.0,-9.994054772610182e-15,1.471120779151791e-14,139,90,107
1752420421869.0,-9.286245243472092e-15,1.391575576341506e-14,139,90,107
1752420421909.0,-8.525480908590513e-15,1.307341086202184e-14,137,90,106
1752420421949.0,-8.003091973618651e-15,1.2477535042685576e-14,137,90,106
1752420421989.0,-7.772983615265868e-15,1.2198745442148243e-14,137,90,106
1752420422029.0,-7.970401019396378e-15,1.2370689742137134e-14,135,90,105
1752420422069.0,-8.599976326849771e-15,1.3018943255436068e-14,135,90,105
1752420422109.0,-9.533097184420825e-15,1.4024796573360591e-14,135,90,105
1752420422149.0,-1.061783693939878e-14,1.5216977940081258e-14,133,87,103
1752420422189.0,-1.1683865171901968e-14,1.6390919864022624e-14,133,87,103
1752420422229.0,-1.2545310101548038e-14,1.7329537400727234e-14,133,87,103
1752420422269.0,-1.3125309135336843e-14,1.795504864410376e-14,131,87,102
1752420422309.0,-1.3426686281111703e-14,1.8269149918799552e-14,131,87,102
1752420422349.0,-1.3576493657390556e-14,1.8436719011275933e-14,131,87,102
1752420422389.0,-1.3504429223687483e-14,1.8396033195416838e-14,129,87,101
1752420422429.0,-1.3229090435373816e-14,1.8178725198950162e-14,129,87,101
1752420422469.0,-1.2727625472932738e-14,1.7724727962825744e-14,129,87,101
1752420422509.0,-1.2195682006325404e-14,1.7233726680715952e-14,128,87,100
1752420422549.0,-1.1577765260346362e-14,1.664446731806839e-14,128,87,100
1752420422589.0,-1.0930285935160444e-14,1.6011900854936918e-14,128,87,100
1752420422629.0,-1.0271865203061472e-14,1.534444962225198e-14,126,87,99
1752420422669.0,-9.594123084766311e-15,1.4634972567586732e-14,126,87,99
1752420422709.0,-8.87368485908592e-15,1.3869311252897654e-14,126,87,99
1752420422749.0,-7.975180826312953e-15,1.2902569963617803e-14,125,87,98
1752420422789.0,-7.069381863461213e-15,1.1896652271189352e-14,125,87,98
1752420422829.0,-6.1693122314589695e-15,1.0872015715333932e-14,125,87,98
1752420422869.0,-5.417788461334063e-15,9.99481710226195e-15,123,90,97
1752420422909.0,-4.781355857490874e-15,9.250576121410252e-15,123,90,97
1752420422949.0,-4.469601146400946e-15,8.868176886179751e-15,123,90,97
1752420422989.0,-4.592740537395111e-15,8.961550974748533e-15,122,90,96
1752420423029.0,-5.167603728085534e-15,9.543757376395674e-15,122,90,96
1752420423069.0,-5.970696840397924e-15,1.0370412968866908e-14,122,90,96
1752420423109.0,-6.655175694060173e-15,1.1075954708463147e-14,120,87,94
1752420423149.0,-7.224201980716902e-15,1.1653196932355714e-14,120,87,94
1752420423189.0,-7.828476414061109e-15,1.2269388554567242e-14,120,87,94
1752420423229.0,-8.765614184208342e-15,1.3262829451695112e-14,119,87,93
1752420423269.0,-9.754294756177402e-15,1.4371162462362293e-14,119,87,93
1752420423309.0,-1.055291694625434e-14,1.533464662761889e-14,119,87,93
1752420423349.0,-1.0925056918437955e-14,1.585985505292503e-14,117,87,93
1752420423389.0,-1.1136933739652272e-14,1.619366734897235e-14,117,87,93
1752420423429.0,-1.1353779256130211e-14,1.6508663090459546e-14,117,87,93
1752420423469.0,-1.1599335801359567e-14,1.683208059818855e-14,116,87,92
1752420423509.0,-1.1805772412303426e-14,1.708395092700043e-14,116,87,92
1752420423549.0,-1.1702842662721906e-14,1.6984159152141036e-14,116,87,92
1752420423589.0,-1.1315996504522767e-14,1.6570077496583122e-14,115,87,91
1752420423629.0,-1.0571667432244644e-14,1.5781087765172725e-14,115,87,91
1752420423669.0,-9.802759157927672e-15,1.4937141971510797e-14,115,87,91
1752420423709.0,-9.051912449471261e-15,1.409570734819065e-14,113,87,90
1752420423749.0,-8.325142087827843e-15,1.3259134129294252e-14,113,87,90
1752420423789.0,-7.445164642003011e-15,1.2280280833569409e-14,113,87,90
1752420423829.0,-6.3600318637379225e-15,1.1090284811850468e-14,112,87,89
1752420423869.0,-6.3600318637379225e-15,1.1090284811850468e-14,112,87,89
1752420423909.0,-6.3600318637379225e-15,1.1090284811850468e-14,112,87,89
1752420423949.0,-4.325616204009619e-15,8.858476947221808e-15,111,87,88
1752420423989.0,-1.5472774125427579e-15,5.7332480945315746e-15,111,87,88
1752420424029.0,1.333161600906774e-15,2.3810072477171865e-15,111,87,88
1752420424069.0,1.333161600906774e-15,2.3810072477171865e-15,109,84,87
1752420424109.0,1.6824950521896975e-15,1.7914773992154066e-15,109,84,87
1752420424149.0,-4.122356354838226e-16,4.020436409700982e-15,109,84,87
1752420424189.0,-4.0724458384436824e-15,8.183565613033547e-15,108,87,86
1752420424229.0,-6.903608763175531e-15,1.1517217086582647e-14,108,87,86
1752420424269.0,-6.903608763175531e-15,1.1517217086582647e-14,108,87,86
1752420424309.0,-6.903608763175531e-15,1.1517217086582647e-14,107,87,86
1752420424349.0,-6.903608763175531e-15,1.1517217086582647e-14,107,87,86
1752420424389.0,-6.903608763175531e-15,1.1517217086582647e-14,107,87,86
1752420424429.0,-1.0936547767388918e-14,1.6153660288847643e-14,106,81,84
1752420424469.0,-1.6637351111941312e-14,2.2561165808132852e-14,106,81,84
1752420424509.0,-1.6637351111941312e-14,2.2561165808132852e-14,106,81,84
1752420424549.0,-1.6637351111941312e-14,2.2561165808132852e-14,104,84,83
1752420424589.0,-1.6637351111941312e-14,2.2561165808132852e-14,104,84,83
1752420424629.0,-1.6637351111941312e-14,2.2561165808132852e-14,104,84,83
1752420424669.0,-1.6637351111941312e-14,2.2561165808132852e-14,103,81,82
1752420424709.0,-1.6637351111941312e-14,2.2561165808132852e-14,103,81,82
1752420424749.0,-2.7357206958159904e-14,3.4533711666631666e-14,103,81,82
1752420424789.0,-3.791202351696872e-14,4.631373992425061e-14,101,84,81
1752420424829.0,-4.791207754159398e-14,5.747429797746683e-14,101,84,81
1752420424869.0,-5.054284893540877e-14,6.03726843485013e-14,101,84,81
1752420424909.0,-4.893372802396901e-14,5.853248833177258e-14,100,84,80
1752420424949.0,-4.303131785033317e-14,5.1893295020033855e-14,100,84,80
1752420424989.0,-3.663286824262232e-14,4.4714458147516325e-14,100,84,80
1752420425029.0,-2.9737105263285046e-14,3.6967521924729736e-14,98,84,79
1752420425069.0,-2.3753422843130063e-14,3.023320681310947e-14,98,84,79
1752420425109.0,-1.9127696866391652e-14,2.5025388501827364e-14,98,84,79
1752420425149.0,-1.7229476834079513e-14,2.2886456388050683e-14,97,87,79
1752420425189.0,-1.7229476834079513e-14,2.2886456388050683e-14,97,87,79
1752420425229.0,-1.7121000148076286e-14,2.2792933786371963e-14,97,87,79
1752420425269.0,-1.8565478183525192e-14,2.444826994474497e-14,95,81,77
1752420425309.0,-1.9995052956626384e-14,2.6106806758278143e-14,95,81,77
1752420425349.0,-2.0679922010132607e-14,2.6891021482625318e-14,95,81,77
1752420425389.0,-2.0476209457144402e-14,2.6654217046486873e-14,94,81,76
1752420425429.0,-1.9604227437645016e-14,2.5610612599518234e-14,94,81,76
1752420425469.0,-1.834798045167852e-14,2.4140837642780564e-14,94,81,76
1752420425509.0,-1.6716990843628412e-14,2.227475629920964e-14,92,81,75
1752420425549.0,-1.438554564648092e-14,1.9698633212342528e-14,92,81,75
