timestamp,ambient10mm,ambient27mm,740nm10mm,940nm10mm,850nm10mm,740nm27mm,940nm27mm,850nm27mm,hbo,hbr,hbt,flowActivity,heartRate,flowIntensity,buttonPress,note,motionContext,latitude,longitude,likelihoodFrustrated,likelihoodExcited,likelihoodCalm,spo2,vo2Max
1752675344774.0,48396.0,447153.0,8455589.0,3689891.0,7344152.0,2122834.0,1040676.0,2275833.0,-8.744573885819586e-15,7.404339912740705e-15,-1.3402339730788809e-15,48,90,47,0,,unknown,43.64132142236095,-79.42242180562292,0.19613489224999994,0.607415681,0.7875630671428571,94.33144097192974,42.51019997045644
1752675344814.0,45730.0,444689.0,8452283.0,3685813.0,7337842.0,2121329.0,1038528.0,2274898.0,-8.271967900551234e-15,6.964732354654172e-15,-1.3072355458970614e-15,48,90,47,0,,unknown,43.64132142236095,-79.42242180562292,0.19613489224999994,0.607415681,0.7875630671428571,94.33144097192974,42.51019997045644
1752675344854.0,48450.0,445576.0,8459792.0,3689975.0,7347854.0,2122931.0,1039994.0,2276587.0,-7.386053600805034e-15,6.213060636107959e-15,-1.1729929646970747e-15,48,90,47,0,,unknown,43.64132142236095,-79.42242180562292,0.19613489224999994,0.607415681,0.7875630671428571,94.33144097192974,42.51019997045644
1752675344894.0,48912.0,447642.0,8450820.0,3686585.0,7336469.0,2121133.0,1039898.0,2274040.0,-6.096102891556674e-15,5.177643327254982e-15,-9.18459564301692e-16,49,90,48,0,,unknown,43.64132142236095,-79.42242180562292,0.19613489224999994,0.607415681,0.7875630671428571,94.72645510626694,42.51019997045644
1752675344934.0,44040.0,444889.0,8456244.0,3687855.0,7342391.0,2120700.0,1039601.0,2275912.0,-5.3118390392986026e-15,4.5720480872030126e-15,-7.3979095209559e-16,49,90,48,0,,unknown,43.64132142236095,-79.42242180562292,0.19613489224999994,0.607415681,0.7875630671428571,94.72645510626694,42.51019997045644
1752675344974.0,48970.0,445645.0,8459638.0,3689405.0,7344045.0,2121261.0,1041319.0,2273347.0,-5.007904418714223e-15,4.377559440656862e-15,-6.303449780573612e-16,49,90,48,0,,unknown,43.64132142236095,-79.42242180562292,0.19613489224999994,0.607415681,0.7875630671428571,94.72645510626694,42.51019997045644
1752675345014.0,49132.0,448196.0,8459224.0,3690049.0,7347288.0,2121363.0,1042077.0,2276136.0,-5.181268910609921e-15,4.566003377753135e-15,-6.152655328567867e-16,50,90,48,0,,unknown,43.64132142236095,-79.42242180562292,0.19613489224999994,0.607415681,0.7875630671428571,94.6905780917276,42.51019997045644
1752675345054.0,49152.0,445900.0,8455221.0,3687321.0,7341588.0,2120542.0,1038887.0,2274246.0,-5.326047452285953e-15,4.732223429090204e-15,-5.938240231957488e-16,50,90,48,0,,unknown,43.64132142236095,-79.42242180562292,0.19613489224999994,0.607415681,0.7875630671428571,94.6905780917276,42.51019997045644
1752675345094.0,46072.0,445583.0,8455059.0,3688618.0,7339841.0,2121592.0,1039648.0,2274456.0,-5.4666218871046495e-15,4.88640883632472e-15,-5.802130507799297e-16,50,90,48,0,,unknown,43.64132142236095,-79.42242180562292,0.19613489224999994,0.607415681,0.7875630671428571,94.6905780917276,42.51019997045644
1752675345134.0,42510.0,445697.0,8457755.0,3689253.0,7344286.0,2121069.0,1040769.0,2274948.0,-5.576068708175825e-15,5.014298670426651e-15,-5.617700377491736e-16,51,90,49,0,,unknown,43.64132142236095,-79.42242180562292,0.19613489224999994,0.607415681,0.7875630671428571,94.6905780917276,42.51019997045644
